,,,
,,,
,,,
129.0,,
,,,
,,,
,,,
129.1,,
,,,
,,,
,,,
129.2,,
,,,
,,,
,,,
129.3,,
,,,
,,,
,,,
129.4,,
,,,
,,,
,,,
129.5,,
,,,
,,,
,,,
129.6,,
,,,
,,,
,,,
129.7,,
,,,
,,,
,,,
129.8,,
,,,
,,,
,,,
129.9,,
,,,
,,,
,,,
130.0,,
,,,
,,,
,,,
130.1,,
,,,
,,,
,,,
130.2,,
,,,
,,,
,,,
130.3,,
,,,
,,,
,,,
130.4,,
,,,
,,,
,,,
130.5,,
,,,
,,,
,,,
130.6,,
,,,
,,,
,,,
130.7,,
,,,
,,,
,,,
130.8,,
,,,
,,,
,,,
130.9,,
,,,
,,,
,,,
131.0,,
,,,
,,,
,,,
131.1,,
,,,
,,,
,,,
131.2,,
,,,
,,,
,,,
131.3,,
,,,
,,,
,,,
131.4,,
,,,
,,,
,,,
131.5,,
,,,
,,,
,,,
131.6,,
,,,
,,,
,,,
131.7,,
,,,
,,,
,,,
131.8,,
,,,
,,,
,,,
131.9,,
,,,
,,,
,,,
132.0,,
,,,
,,,
,,,
132.1,,
,,,
,,,
,,,
132.2,,
,,,
,,,
,,,
132.3,,
,,,
,,,
,,,
132.4,,
,,,
,,,
,,,
132.5,,
,,,
,,,
,,,
132.6,,
,,,
,,,
,,,
132.7,,
,,,
,,,
,,,
132.8,,
,,,
,,,
,,,
132.9,,
,,,
,,,
,,,
133.0,,
,,,
,,,
,,,
133.1,,
,,,
,,,
,,,
133.2,,
,,,
,,,
,,,
133.3,,
,,,
,,,
,,,
133.4,,
,,,
,,,
,,,
133.5,,
,,,
,,,
,,,
133.6,,
,,,
,,,
,,,
133.7,,
,,,
,,,
,,,
133.8,,
,,,
,,,
,,,
133.9,,
,,,
,,,
,,,
134.0,,
,,,
,,,
,,,
134.1,,
,,,
,,,
,,,
134.2,,
,,,
,,,
,,,
134.3,,
,,,
,,,
,,,
134.4,,
,,,
,,,
,,,
134.5,,
,,,
,,,
,,,
134.6,,
,,,
,,,
,,,
134.7,,
,,,
,,,
,,,
134.8,,
,,,
,,,
,,,
134.9,,
,,,
,,,
,,,
135.0,,
,,,
,,,
,,,
135.1,,
,,,
,,,
,,,
135.2,,
,,,
,,,
,,,
135.3,,
,,,
,,,
,,,
135.4,,
,,,
,,,
,,,
135.5,,
,,,
,,,
,,,
135.6,,
,,,
,,,
,,,
135.7,,
,,,
,,,
,,,
135.8,,
,,,
,,,
,,,
135.9,,
,,,
,,,
,,,
136.0,,
,,,
,,,
,,,
136.1,,
,,,
,,,
,,,
136.2,,
,,,
,,,
,,,
136.3,,
,,,
,,,
,,,
136.4,,
,,,
,,,
,,,
136.5,,
,,,
,,,
,,,
136.6,,
,,,
,,,
,,,
136.7,,
,,,
,,,
,,,
136.8,,
,,,
,,,
,,,
136.9,,
,,,
,,,
,,,
137.0,,
,,,
,,,
,,,
137.1,,
,,,
,,,
,,,
137.2,,
,,,
,,,
,,,
137.3,,
,,,
,,,
,,,
137.4,,
,,,
,,,
,,,
137.5,,
,,,
,,,
,,,
137.6,,
,,,
,,,
,,,
137.7,,
,,,
,,,
,,,
137.8,,
,,,
,,,
,,,
137.9,,
,,,
,,,
,,,
138.0,,
,,,
,,,
,,,
138.1,,
,,,
,,,
,,,
138.2,,
,,,
,,,
,,,
138.3,,
,,,
,,,
,,,
138.4,,
,,,
,,,
,,,
138.5,,
,,,
,,,
,,,
138.6,,
,,,
,,,
,,,
138.7,,
,,,
,,,
,,,
138.8,,
,,,
,,,
,,,
138.9,,
,,,
,,,
,,,
139.0,,
,,,
,,,
,,,
139.1,,
,,,
,,,
,,,
139.2,,
,,,
,,,
,,,
139.3,,
,,,
,,,
,,,
139.4,,
,,,
,,,
,,,
139.5,,
,,,
,,,
,,,
139.6,,
,,,
,,,
,,,
139.7,,
,,,
,,,
,,,
139.8,,
,,,
,,,
,,,
139.9,,
,,,
,,,
,,,
140.0,,
,,,
,,,
,,,
140.1,,
,,,
,,,
,,,
140.2,,
,,,
,,,
,,,
140.3,,
,,,
,,,
,,,
140.4,,
,,,
,,,
,,,
140.5,,
,,,
,,,
,,,
140.6,,
,,,
,,,
,,,
140.7,,
,,,
,,,
,,,
140.8,,
,,,
,,,
,,,
140.9,,
,,,
,,,
,,,
141.0,,
,,,
,,,
,,,
141.1,,
,,,
,,,
,,,
141.2,,
,,,
,,,
,,,
141.3,,
,,,
,,,
,,,
141.4,,
,,,
,,,
,,,
141.5,,
,,,
,,,
,,,
141.6,,
,,,
,,,
,,,
141.7,,
,,,
,,,
,,,
141.8,,
,,,
,,,
,,,
141.9,,
,,,
,,,
,,,
142.0,,
,,,
,,,
,,,
142.1,,
,,,
,,,
,,,
142.2,,
,,,
,,,
,,,
142.3,,
,,,
,,,
,,,
142.4,,
,,,
,,,
,,,
142.5,,
,,,
,,,
,,,
142.6,,
,,,
,,,
,,,
142.7,,
,,,
,,,
,,,
142.8,,
,,,
,,,
,,,
142.9,,
,,,
,,,
,,,
143.0,,
,,,
,,,
,,,
143.1,,
,,,
,,,
,,,
143.2,,
,,,
,,,
,,,
143.3,,
,,,
,,,
,,,
143.4,,
,,,
,,,
,,,
143.5,,
,,,
,,,
,,,
143.6,,
,,,
,,,
,,,
143.7,,
,,,
,,,
,,,
143.8,,
,,,
,,,
,,,
143.9,,
,,,
,,,
,,,
144.0,,
,,,
,,,
,,,
144.1,,
,,,
,,,
,,,
144.2,,
,,,
,,,
,,,
144.3,,
,,,
,,,
,,,
144.4,,
,,,
,,,
,,,
144.5,,
,,,
,,,
,,,
144.6,,
,,,
,,,
,,,
144.7,,
,,,
,,,
,,,
144.8,,
,,,
,,,
,,,
144.9,,
,,,
,,,
,,,
145.0,,
,,,
,,,
,,,
145.1,,
,,,
,,,
,,,
145.2,,
,,,
,,,
,,,
145.3,,
,,,
,,,
,,,
145.4,,
,,,
,,,
,,,
145.5,,
,,,
,,,
,,,
145.6,,
,,,
,,,
,,,
145.7,,
,,,
,,,
,,,
145.8,,
,,,
,,,
,,,
145.9,,
,,,
,,,
,,,
146.0,,
,,,
,,,
,,,
146.1,,
,,,
,,,
,,,
146.2,,
,,,
,,,
,,,
146.3,,
,,,
,,,
,,,
146.4,,
,,,
,,,
,,,
146.5,,
,,,
,,,
,,,
146.6,,
,,,
,,,
,,,
146.7,,
,,,
,,,
,,,
146.8,,
,,,
,,,
,,,
146.9,,
,,,
,,,
,,,
147.0,,
,,,
,,,
,,,
147.1,,
,,,
,,,
,,,
147.2,,
,,,
,,,
,,,
147.3,,
,,,
,,,
,,,
147.4,,
,,,
,,,
,,,
147.5,,
,,,
,,,
,,,
147.6,,
,,,
,,,
,,,
147.7,,
,,,
,,,
,,,
147.8,,
,,,
,,,
,,,
147.9,,
,,,
,,,
,,,
148.0,,
,,,
,,,
,,,
148.1,,
,,,
,,,
,,,
148.2,,
,,,
,,,
,,,
148.3,,
,,,
,,,
,,,
148.4,,
,,,
,,,
,,,
148.5,,
,,,
,,,
,,,
148.6,,
,,,
,,,
,,,
148.7,,
,,,
,,,
,,,
148.8,,
,,,
,,,
,,,
148.9,,
,,,
,,,
,,,
149.0,,
,,,
,,,
,,,
149.1,,
,,,
,,,
,,,
149.2,,
,,,
,,,
,,,
149.3,,
,,,
,,,
,,,
149.4,,
,,,
,,,
,,,
149.5,,
,,,
,,,
,,,
149.6,,
,,,
,,,
,,,
149.7,,
,,,
,,,
,,,
149.8,,
,,,
,,,
,,,
149.9,,
,,,
,,,
,,,
